,full_address,neighborhood,nid,sale_price,prediction,difference
3077,"1923 30th Ave, San Francisco, CA 94116",2 - Parkside,2040,1330000,1165377,164622
3079,"72 Springfield Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1400000,1449351,-49351
3082,"76 Springfield Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1400000,1266336,133663
3092,"151 Springfield Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1480000,1457466,22533
3109,"562 28th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1925000,2032515,-107515
3114,"2135 30th Ave, San Francisco, CA 94116",2 - Parkside,2040,1275000,1083479,191520
3121,"1310 29th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1600000,1582716,17283
3134,"2195 30th Ave, San Francisco, CA 94116",2 - Parkside,2040,1340000,1267009,72990
3139,"651 28th Ave, San Francisco, CA 94121-2816",1 - Central Richmond,1010,1700000,1615839,84160
3145,"1942 Vicente St, San Francisco, CA 94116",2 - Parkside,2040,1050000,894355,155644
3149,"2315 Lawton St, San Francisco, CA 94122",2 - Central Sunset,2050,1550000,1517088,32911
3179,"2398 30th Ave, San Francisco, CA 94116",2 - Parkside,2040,1900000,2312537,-412537
3191,"2219 Noriega St, San Francisco, CA 94122",2 - Central Sunset,2050,1100000,1094445,5554
3194,"1619 29th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1455000,1616798,-161798
3197,"886 28th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1800000,1756191,43808
3205,"2450 30th Ave, San Francisco, CA 94116",2 - Parkside,2040,1026000,812216,213783
3244,"1779 29th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1180000,959686,220313
3270,"354 27th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,3850000,3935205,-85205
3274,"1907 29th Ave, San Francisco, CA 94116-1143",2 - Parkside,2040,1165000,1207979,-42979
3278,"330 Crestlake Dr, San Francisco, CA 94132",3 - Pine Lake Park,3030,1470000,1335684,134315
3287,"1991 29th Ave, San Francisco, CA 94116-1143",2 - Parkside,2040,1160000,1012357,147642
3290,"2031 29th Ave, San Francisco, CA 94116",2 - Parkside,2040,1388000,1300209,87790
3304,"566 27th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2150000,2362530,-212530
3305,"576 27th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1200000,2038030,-838030
3311,"1340 Sloat Blvd, San Francisco, CA 94132-1313",3 - Pine Lake Park,3030,1400000,1392894,7105
3319,"2159 29th Ave, San Francisco, CA 94116",2 - Parkside,2040,1655000,1630412,24587
3320,"1326 28th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1675000,1598689,76310
3327,"2224 Lawton St, San Francisco, CA 94122",2 - Central Sunset,2050,1450000,1405998,44001
3329,"2186 29th Ave, San Francisco, CA 94116",2 - Parkside,2040,1210000,1263842,-53842
3330,"649 27th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1400000,1224485,175514
3336,"664 27th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1755000,1710788,44211
3340,"2239 29th Ave, San Francisco, CA 94116",2 - Parkside,2040,2228000,2202941,25058
3342,"2226 29th Ave, San Francisco, CA 94116",2 - Parkside,2040,2015000,2145906,-130906
3353,"2279 29th Ave, San Francisco, CA 94116",2 - Parkside,2040,1300000,1331269,-31269
3360,"2278 29th Ave, San Francisco, CA 94116",2 - Parkside,2040,1250000,1042509,207490
3364,"2527 Lake St, San Francisco, CA 94121",1 - Lake Street,1040,2500000,2606061,-106061
3380,"1583 28th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1400000,1297184,102815
3385,"2509 Lake St, San Francisco, CA 94121",1 - Lake Street,1040,1975000,2154420,-179420
3391,"47 Middlefield Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1270000,1335661,-65661
3396,"1638 28th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1500000,1432912,67087
3416,"126 Middlefield Dr, San Francisco, CA 94132-1416",3 - Lake Shore,3010,1788000,1895608,-107608
3418,"2522 29th Ave, San Francisco, CA 94116",2 - Parkside,2040,1800000,1831608,-31608
3436,"1763 28th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1325000,1370702,-45702
3444,"2422 Pacheco St, San Francisco, CA 94116-1150",2 - Parkside,2040,1759500,1709366,50133
3497,"1350 27th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1550000,1505523,44476
3502,"2217 28th Ave, San Francisco, CA 94116",2 - Parkside,2040,1430000,1362954,67045
3506,"689 26th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1250000,1160887,89112
3547,"1715 Wawona St, San Francisco, CA 94116",3 - Pine Lake Park,3030,1390000,1546851,-156851
3552,"863 26th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2500000,2458728,41271
3563,"101 25th Ave, San Francisco, CA 94121",1 - Lake Street,1040,1350000,1485265,-135265
3568,"1634 27th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1290000,1411883,-121883
3569,"125 25th Ave, San Francisco, CA 94121",1 - Lake Street,1040,2778750,2991842,-213092
3583,"2527 28th Ave, San Francisco, CA 94116",2 - Parkside,2040,1630000,1507858,122141
3600,"1734 27th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1480000,1514636,-34636
3622,"15 Sea Cliff Ave, San Francisco, CA 94121",1 - Sea Cliff,1060,4800000,4522487,277512
3631,"2238 Kirkham St, San Francisco, CA 94122",2 - Central Sunset,2050,1148888,1092756,56131
3638,"1251 26th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,2528000,2596209,-68209
3641,"558 25th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1702000,1573543,128456
3660,"1357-1359 26th Ave, San Francisco, CA 94122-1526",2 - Central Sunset,2050,3168000,4943975,-1775975
3677,"2631 Ulloa St, San Francisco, CA 94116",2 - Parkside,2040,1050000,754031,295968
3680,"2255 27th Ave, San Francisco, CA 94116",2 - Parkside,2040,1358000,1209284,148715
3682,"177 Meadowbrook Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1550000,1522540,27459
3686,"1449 26th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1560000,1551523,8476
3691,"2307 27th Ave, San Francisco, CA 94116",2 - Parkside,2040,1350000,1300127,49872
3692,"1551 26th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1705000,1810591,-105591
3703,"1539 26th Ave, San Francisco, CA 94122-3217",2 - Central Sunset,2050,1520000,1578886,-58886
3710,"882 25th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1800000,1841436,-41436
3724,"151 24th Ave, San Francisco, CA 94121",1 - Lake Street,1040,4950000,6035379,-1085379
3729,"2527 27th Ave, San Francisco, CA 94116",2 - Parkside,2040,1100000,1022253,77746
3733,"164 24th Ave, San Francisco, CA 94121",1 - Lake Street,1040,4700000,4978742,-278742
3740,"2431 Lincoln Way, San Francisco, CA 94122",2 - Central Sunset,2050,1430000,1336878,93121
3743,"1762 26th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1360000,1335103,24896
3771,"475 24th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1530000,1443963,86036
3783,"141 Forest View Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1550000,1549862,137
3784,"530 24th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2200000,2265909,-65909
3805,"2138 26th Ave, San Francisco, CA 94116",2 - Parkside,2040,1960000,2340433,-380433
3824,"1447 25th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1201000,1014084,186915
3838,"6139 California St, San Francisco, CA 94121",1 - Lake Street,1040,2500000,2531638,-31638
3860,"2451 26th Ave, San Francisco, CA 94116",2 - Parkside,2040,1725000,1813859,-88859
3871,"1654 25th Ave, San Francisco, CA 94122-3303",2 - Central Sunset,2050,1675000,1683204,-8204
3876,"2523 26th Ave, San Francisco, CA 94116",2 - Parkside,2040,1200000,1180200,19799
3897,"19 Inverness Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1340000,1283345,56654
3908,"129 Inverness Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1555000,1486985,68014
3917,"1909 Judah St, San Francisco, CA 94122",2 - Central Sunset,2050,1181000,1013974,167025
3924,"487 23rd Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1517500,1353341,164158
3962,"1825 Moraga St, San Francisco, CA 94122",2 - Central Sunset,2050,1425000,1598092,-173092
3978,"2314 25th Ave, San Francisco, CA 94116",2 - Parkside,2040,1907000,1940259,-33259
3980,"2343 25th Ave, San Francisco, CA 94116-2338",2 - Parkside,2040,1300000,1098551,201448
3989,"1559 24th Ave, San Francisco, CA 94122-3313",2 - Central Sunset,2050,1480000,1425811,54188
3990,"1542 24th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1575000,1604893,-29893
3991,"722 23rd Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1778000,1695571,82428
4013,"1686 24th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1850000,1881903,-31903
4014,"40 22nd Ave, San Francisco, CA 94121",1 - Lake Street,1040,7200000,7884194,-684194
4024,"1718 24th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1800000,1877503,-77503
4029,"2983 26th Ave, San Francisco, CA 94132-1543",3 - Merced Manor,3060,1600000,1601376,-1376
4033,"122 22nd Ave, San Francisco, CA 94121",1 - Lake Street,1040,2148122,2185763,-37641
4037,"3021 26th Ave, San Francisco, CA 94132",3 - Merced Manor,3060,1900000,1986600,-86600
4040,"152 22nd Ave, San Francisco, CA 94121",1 - Lake Street,1040,2200000,2262498,-62498
4046,"3060 26th Ave, San Francisco, CA 94132",3 - Merced Manor,3060,2600000,2873474,-273474
4050,"3136-3138 Anza St, San Francisco, CA 94121",1 - Central Richmond,1010,2000000,1904873,95126
4065,"35 Gabilan Way, San Francisco, CA 94132",3 - Pine Lake Park,3030,2170000,2274755,-104755
4072,"1246 23rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,2195000,2229442,-34442
4073,"1246 23rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,2950000,3151177,-201177
4079,"1286 23rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1200000,1649872,-449872
4082,"475 22nd Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2400000,2332866,67133
4089,"502 22nd Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1700000,1568783,131216
4091,"510 22nd Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1750000,1688758,61241
4094,"1351 23rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1425000,1919059,-494059
4100,"4630 Fulton St, San Francisco, CA 94121-3720",1 - Central Richmond,1010,1980000,1943467,36532
4101,"543 22nd Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2350000,2264368,85631
4126,"2023 Lake St, San Francisco, CA 94121",1 - Lake Street,1040,2475000,2604765,-129765
4155,"3040 25th Ave, San Francisco, CA 94132",3 - Merced Manor,3060,1510000,1316599,193400
4157,"3075 25th Ave, San Francisco, CA 94132",3 - Merced Manor,3060,1550000,1313002,236997
4164,"2510 24th Ave, San Francisco, CA 94116-3036",2 - Parkside,2040,1380000,1301430,78569
4191,"1830 23rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1450000,1560320,-110320
4200,"1879 23rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1720000,1579770,140229
4208,"1890 23rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1450000,1555042,-105042
4210,"1915 23rd Ave, San Francisco, CA 94116",2 - Parkside,2040,1550000,1549115,884
4217,"1954 23rd Ave, San Francisco, CA 94116",2 - Parkside,2040,1760000,1762218,-2218
4226,"2010 23rd Ave, San Francisco, CA 94116",2 - Parkside,2040,1910000,2090488,-180488
4234,"1239 22nd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1810000,1833964,-23964
4237,"2032 Cabrillo St, San Francisco, CA 94121",1 - Central Richmond,1010,2175000,2341385,-166385
4240,"2070 23rd Ave, San Francisco, CA 94116",2 - Parkside,2040,1225000,1036674,188325
4252,"1330 22nd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,2250000,2261675,-11675
4274,"3075 24th Ave, San Francisco, CA 94132",3 - Merced Manor,3060,1670000,1590053,79946
4278,"678 21st Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2650000,3052745,-402745
4284,"1571 22nd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1450000,1449721,278
4326,"162 20th Ave, San Francisco, CA 94121-1308",1 - Lake Street,1040,1670000,1589772,80227
4329,"2647 23rd Ave, San Francisco, CA 94116",2 - Parkside,2040,1310000,1254129,55870
4332,"2659 23rd Ave, San Francisco, CA 94116",2 - Parkside,2040,1800000,1682581,117418
4347,"262 20th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1915000,1887241,27758
4355,"1967 22nd Ave, San Francisco, CA 94122",2 - Parkside,2040,1300000,1134242,165757
4361,"2039 22nd Ave, San Francisco, CA 94116",2 - Parkside,2040,1361000,1181676,179323
4377,"1339 21st Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1710000,1797614,-87614
4380,"515 20th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2300000,2037803,262196
4385,"527 20th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1958000,1935827,22172
4389,"1354 21st Ave, San Francisco, CA 94121",2 - Central Sunset,2050,1450000,1481075,-31075
4404,"2278 22nd Ave, San Francisco, CA 94116",2 - Parkside,2040,1305000,1057069,247930
4455,"2005 21st Ave, San Francisco, CA 94116",2 - Parkside,2040,1000000,756569,243430
4460,"1027 Santiago St, San Francisco, CA 94116",2 - Parkside,2040,1650000,1681375,-31375
4466,"2110 21st Ave, San Francisco, CA 94116",2 - Parkside,2040,1425000,1364438,60561
4473,"2146 21st Ave, San Francisco, CA 94116",2 - Parkside,2040,1500000,1469199,30800
4475,"2163 21st Ave, San Francisco, CA 94116",2 - Parkside,2040,1575000,1481261,93738
4477,"1440 Moraga St, San Francisco, CA 94122",2 - Central Sunset,2050,1380000,1436313,-56313
4482,"575 19th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1800000,1901443,-101443
4500,"2940 22nd Ave, San Francisco, CA 94132",3 - Merced Manor,3060,2105888,2141228,-35340
4504,"1527 20th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1120000,799636,320363
4516,"2425 21st Ave, San Francisco, CA 94116-2409",2 - Parkside,2040,2000000,1994247,5752
4550,"1855 20th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1450000,1488042,-38042
4552,"180 18th Ave, San Francisco, CA 94121",1 - Lake Street,1040,1000000,676262,323737
4571,"266 18th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2750000,2798337,-48337
4572,"1118 Quintara St, San Francisco, CA 94116-1227",2 - Parkside,2040,1100000,1010030,89969
4577,"1957 20th Ave, San Francisco, CA 94116",2 - Parkside,2040,1450000,1374476,75523
4583,"2039 20th Ave, San Francisco, CA 94116",2 - Parkside,2040,1480000,1478187,1812
4597,"255 Summit Way, San Francisco, CA 94132",3 - Stonestown,3040,1600000,1661893,-61893
4614,"2153 20th Ave, San Francisco, CA 94116",2 - Parkside,2040,1650000,1623772,26227
4628,"1933 Ulloa St, San Francisco, CA 94116-2414",2 - Parkside,2040,1335000,1205454,129545
4644,"648 18th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1375000,1207758,167241
4655,"2457 20th Ave, San Francisco, CA 94116",2 - Parkside,2040,1325000,1338320,-13320
4664,"1751 19th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1150000,848415,301584
4670,"1672 19th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1100000,850339,249660
4689,"2691 20th Ave, San Francisco, CA 94116",2 - Parkside,2040,1450000,1401132,48867
4708,"352 17th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2141000,2340756,-199756
4711,"368 17th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1810000,1749130,60869
4715,"4146 Fulton St, San Francisco, CA 94121",1 - Central Richmond,1010,1994146,2015379,-21233
4737,"511 17th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1775000,1677528,97471
4740,"3028 20th Ave, San Francisco, CA 94132",3 - Merced Manor,3060,1638000,1670831,-32831
4746,"575 17th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1600000,1572488,27511
4763,"1539 18th Ave, San Francisco, CA 94122-3410",2 - Inner Sunset,2060,1710000,1612301,97698
4778,"1118 Noriega St, San Francisco, CA 94122-4516",2 - Inner Sunset,2060,1428800,1419801,8998
4779,"1118 Noriega, San Francisco, CA 94122",2 - Inner Sunset,2060,1500000,1312723,187276
4794,"2424 19th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1080000,713918,366081
4814,"1863 18th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1625000,1515905,109094
4832,"2933 19th Ave, San Francisco, CA 94132",3 - Merced Manor,3060,1850000,2485773,-635773
4837,"2027 18th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1700000,1533967,166032
4853,"2083 18th Ave, San Francisco, CA 94116-1249",2 - Inner Parkside,2070,1550000,1427017,122982
4854,"2070 18th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,2010000,2015912,-5912
4855,"1140 Lawton St, San Francisco, CA 94122",2 - Inner Sunset,2060,1850000,2121538,-271538
4860,"2944 19th Ave, San Francisco, CA 94132",3 - Lakeside,3050,1100000,794738,305261
4865,"2151 18th Ave, San Francisco, CA 94116-1857",2 - Inner Parkside,2070,1450000,1450680,-680
4876,"1139 Moraga St, San Francisco, CA 94122",2 - Inner Sunset,2060,1630000,1728182,-98182
4879,"1383 17th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1406000,1402567,3432
4892,"615 16th Ave, San Francisco, CA 94118",1 - Central Richmond,1010,2165000,2222796,-57796
4918,"5337 California St, San Francisco, CA 94118",1 - Lake Street,1040,2001224,1963418,37805
4927,"727 16th Ave, San Francisco, CA 94118",1 - Central Richmond,1010,1705000,1687330,17669
4935,"5326 California St, San Francisco, CA 94118",1 - Lake Street,1040,2975000,3098279,-123279
4941,"1622 17th Ave, San Francisco, CA 94122-3407",2 - Inner Sunset,2060,1665000,1817547,-152547
4944,"234 Denslowe Dr, San Francisco, CA 94132",3 - Lakeside,3050,1435000,1320484,114515
4958,"1673 17th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,2500000,2539363,-39363
4967,"1706 17th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1715000,1688730,26269
4986,"2639 18th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1775000,1674941,100058
4987,"2643 18th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,2100000,2174767,-74767
4997,"2675 18th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1600000,1668198,-68198
5018,"1925 17th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1755000,1922154,-167154
5020,"267 15th Ave, San Francisco, CA 94118-1012",1 - Central Richmond,1010,2125000,2139055,-14055
5022,"1941 17th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1625000,1608839,16160
5032,"1983 17th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1750000,1668271,81728
5034,"144 Stonecrest Dr, San Francisco, CA 94132",3 - Lakeside,3050,2200000,2732192,-532192
5037,"141 Stonecrest Dr, San Francisco, CA 94132",3 - Lakeside,3050,1918000,2118008,-200008
5048,"70 Beachmont Dr, San Francisco, CA 94132",3 - Lakeside,3050,2050000,2399460,-349460
5054,"1114 Judah St, San Francisco, CA 94122",2 - Inner Sunset,2060,1388000,1305855,82144
5059,"1260 16th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1500000,1384193,115806
5070,"2148 17th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1650000,1529367,120632
5090,"552 15th Ave, San Francisco, CA 94118",1 - Central Richmond,1010,2172000,2226242,-54242
5096,"1418 16th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1600000,1714055,-114055
5103,"587 15th Ave, San Francisco, CA 94118",1 - Central Richmond,1010,2000000,2115647,-115647
5113,"224 Stratford Dr, San Francisco, CA 94132",3 - Lakeside,3050,1555000,1535202,19797
5143,"1325 Lake St, San Francisco, CA 94118",1 - Lake Street,1040,2275000,2237797,37202
5181,"2601 17th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1485000,1369330,115669
5194,"52 Broadmoor Dr, San Francisco, CA 94132",3 - Lakeside,3050,2200000,2237224,-37224
